name,price
"Notebook Apple MacBook Air M1 Octa Core/8GB/256GB SSD/Apple 7C GPU/13.3"" LED IPS/Backlit Kb/Silver","44.980,00 ден."
"Notebook HP Victus Gaming Ryzen 7535HS/8GB/512GB SSD/RX 6550M 4GB/15.6"" FHD IPS 144Hz/BacklitKb/W11","37.980,00 ден."
"Notebook Lenovo IdeaPad 5 2in1 Snapdragon X Plus/16GB/1TB SSD/14"" WUXGA OLED Touch/Backlit Kb/Win11","54.980,00 ден."
"Notebook Apple MacBook Air M4 10C CPU/16GB/256GB SSD/Apple 8C GPU/13.6"" LED IPS/Backlit Kb/Silver","72.980,00 ден."
"Notebook Apple MacBook Pro M4 Pro 14C CPU/24GB/1TB SSD/Apple 20C GPU/14.2"" XDR 120Hz/Backlit Kb/SL","168.980,00 ден."
"Notebook Lenovo IdeaPad 1 i3-1215U/8GB/512GB/15.6"" FHD/DOS","17.980,00 ден."
"Notebook HP Spectre x360 2-in-1 i7-13700H/16GB/1TB/16"" 3K+ Touch IPS/Backlit/FP/Win11/3YearWarr","75.980,00 ден."
"Notebook HP Victus Gaming Ryzen5 8645HS/8GB/512GB SSD/RTX 4050 6GB/15.6"" FHD IPS 144Hz/BacklitKb/W11","47.980,00 ден."
"Notebook Dell Vostro 5625 Ryzen5 5625U/8GB/256GB/16"" FHD+/BacklitKB/Win11Pro","33.980,00 ден."
"Notebook Dell XPS 14 9440 Ultra 7 155H/16GB/512GB SSD/14.5"" WUXGA IPS 120Hz/BacklitKB/Win11Pro","89.980,00 ден."
"Notebook Dell XPS 13 9315 i7-1250U/16GB/512GB/13.4"" FHD AntiGlare 500nit/Iris Xe/3 Cell/W11","87.980,00 ден."
"Notebook Dell Latitude 5450 Ultra 7 155U/32GB/512GB/14"" FHD IPS/Backlit Kb","65.980,00 ден."
"Notebook Lenovo Legion Pro 7 Ultra 9 275HX/64GB/2TB/RTX5090 24GB/16"" OLED 240Hz G-Sync","249.980,00 ден."
"Notebook Dell Latitude 7455 Snapdragon X Elite/16GB/512GB /14.0"" QHD+ Touch/Backlit Kb/FP/Win11Pro","59.980,00 ден."
"Notebook Microsoft Surface 7 Snapdragon X Plus/16GB/512GB SSD/13.8"" QHD+ 120Hz Touch/Backlit KB/W11","74.980,00 ден."
"Notebook Asus Zenbook 14 Q425 Ultra 7 155H/16GB/1TB SSD/14"" WUXGA OLED Touch/Backlit KB/Win11H/Gray","64.980,00 ден."
"Notebook Lenovo Yoga Slim7 Snapdragon X Elite/16GB/512GB SSD/14.5"" 3K OLED 90Hz Touch/Backlit KB/W11","64.980,00 ден."
"Notebook Lenovo Yoga Slim 7i Ultra 7 256V/16GB/1TB SSD/15.3"" 2.8K 120Hz Touch/Backlit KB/Win11/Gray","72.980,00 ден."
"Notebook HP Envy x360 2in1 Ryzen5 8640HS/16GB/512GB/14"" WUXGA IPS Touch/Backlit Kb/Win11/Silver","46.980,00 ден."
"Notebook Lenovo ThinkPad E16 Ryzen7 7735U/16GB/512GB SSD/16"" WUXGA IPS/KB Backlit/FP/Win11Pro","54.980,00 ден."
"Notebook HP Envy x360 2in1 Ryzen7 8840HS/16GB/1TB/14"" WUXGA IPS Touch/Backlit Kb/Win11/Silver","54.980,00 ден."
"Notebook Asus TUF Gaming A16 Ryzen7 7735HS/16GB/512GB SSD/RX 7700S 8GB/16"" FHD 165Hz/Backlit Kb/W11","64.980,00 ден."
"Notebook Lenovo Yoga 2in1 Ultra 5 125U/16GB/512GB SSD/14"" WUXGA Touch/Backlit KB/FP/Win11/Gray","49.980,00 ден."
"Notebook Apple MacBook Pro M4 Pro 14C CPU/24GB/512GB SSD/Apple 20C GPU/16.2"" XDR 120Hz/Backlit Kb/SB","168.980,00 ден."
"Notebook Dell G15 5530 Gaming i7-13650HX/16GB/1TB/RTX 4060 8GB/15.6"" FHD IPS 165Hz/Backlit KB","78.980,00 ден."
"Notebook Apple MacBook Air M1 Octa Core/8GB/256GB SSD/Apple 7C GPU/13.3"" LED IPS/Backlit Kb/Gray","44.980,00 ден."
"Notebook Lenovo IdeaPad Slim 3 i3-1305U 8GB/512GB/15.6"" FullHD/DOS/UltraSlim/Abyss Blue","18.480,00 ден."
