name,price
Лаптоп ASUS ROG Strix G18 G815LR-S9043W / Win 11 Home,"194,999 ден."
Лаптоп ASUS ProArt P16 H7606WP-ME011X / TouchScreen /  Windows 11 Pro (  Mineral Black ),"198,499 ден."
Лаптоп Apple MacBook Pro 16 ( Silver ),"208,495 ден."
Лаптоп Apple MacBook Pro 16 ( SPACE BLACK ),"208,495 ден."
Лаптоп ASUS ROG Strix SCAR 16 G615LW-S5031W / Win 11 Home,"213,499 ден."
Лаптоп Apple MacBook Pro 14 ( Space Black ),"228,499 ден."
Лаптоп Apple MacBook Pro 14 ( Silver ),"229,999 ден."
Лаптоп Apple MacBook Pro 16 ( Silver ),"238,495 ден."
Лаптоп Apple MacBook Pro 16 ( Silver ),"246,499 ден."
Лаптоп Apple MacBook Pro 16 ( Space Black ),"247,999 ден."
Лаптоп Apple MacBook Pro 16 ( Silver ),"279,999 ден."
Лаптоп Apple MacBook Pro 16 ( Space Black ),"279,999 ден."
Лаптоп ASUS ROG Strix SCAR 16 G635LX-RW103X / Win 11 Pro,"298,499 ден."
Лаптоп Apple MacBook Pro 16 ( Space Black ),"349,999 ден."
